55,New Jersey Institute Of Technology,Masters,3.1,155,Accepted
56,Illinois Institute Of Technology,Masters,3.1,155,Accepted
57,University Of Maryland Baltimore,Masters,3.1,155,Accepted
58,Washington State University,Masters,3.1,155,Rejected
59,University Of Houston,Masters,3.1,155,Accepted
60,University Of Southern California,Masters,3.18,163,Accepted
61,University Of Southern California,Masters,3.3,166,Wait listed
62,Iowa State University,PhD,3.89,164,Accepted
63,Simon Fraser University,Masters,4,169,Rejected
64,University Of Southern California,Masters,3.6,170,Accepted
65,"University Of Nevada, Reno",PhD,3.31,160,Accepted
66,Purdue University,Masters,3.49,170,Rejected
67,University Of Sou,Masters,3.52,163,Wait listed
68,University Of Southern California,Masters,3.68,165,Wait listed
69,University Of Texas At Austin,Masters,3.15,162,Accepted
70,University Of Texas At Arlington,Masters,2.8,159,Accepted
71,Columbia University,Masters,3.8,169,Rejected
72,Columbia University,Masters,3.49,170,Rejected
73,University Of Southern California,Masters,3.8,166,Wait listed
74,City University Of New York (CUNY),PhD,2.91,170,Accepted
75,University Of Southern California,Masters,3.53,163,Wait listed
76,Cornell Tech,Masters,3.07,164,Accepted
77,University Of Pennsylvania,Masters,3.94,170,Wait listed
78,Northwestern University,Masters,3.8,163,Accepted
79,UC Berkeley,Masters,3.7,168,Rejected
80,UC Berkeley,Masters,3.78,160,Rejected
81,New York University,PhD,3.81,168,Accepted
82,University Of Southern California,Masters,3.5,165,Rejected
83,University Of Southern California,Masters,3.73,169,Rejected
84,Columbia University,Masters,3.96,161,Accepted
85,University Of Connecticut,PhD,3.52,163,Wait listed
86,University Of Edinburgh,Masters,3.82,168,Accepted
87,Columbia University,Masters,3.3,168,Accepted
88,Duke University,Masters,3.76,169,Rejected
89,University Of Southern California,Masters,3.7,169,Rejected
90,McGill University,Masters,3.82,168,Rejected
91,McGill,Masters,3.36,156,Rejected
92,University Of British Columbia,Masters,3.75,165,Rejected
93,McGill University,Masters,3.75,165,Rejected
94,McGill University,Masters,3.64,168,Rejected
95,"University Of Massachusetts, Amherst",Masters,3.82,168,Accepted
96,University Of Maryland,Masters,3.73,166,Rejected
97,New York University (NYU) - Courant,PhD,3.91,166,Rejected
98,SUNY Stony Brook,Masters,3.5,166,Rejected
99,North Carolina State University,Masters,3.93,162,Accepted
100,University Of Southern California,Masters,3.54,163,Accepted
101,University Of Southern California,Masters,3.56,170,Accepted
102,University Of Southern California,Masters,3.54,166,Accepted
103,"University Of Illinois, Chicago (UIC)",Masters,3.7,160,Rejected
104,University Of Alberta,Masters,3.7,160,Rejected
105,University Of Cambridge,PhD,4,170,Accepted
106,Georgia Institute Of Technology,PhD,3.97,169,Wait listed
107,University Of British Columbia,Masters,3.12,165,Wait listed
108,Cornell,Masters,3.49,170,Rejected
109,University Of Rochester,PhD,3.55,164,Rejected
110,University Of Waterloo,Masters,3.96,162,Rejected
111,University Of Southern California,Masters,3.49,170,Rejected
112,Johns Hopkins University,Masters,3.6,163,Rejected
113,Penn State (Pennsylvania State University),Masters,3.6,163,Accepted
114,NYU Tandon,PhD,3.8,168,Accepted
115,"University Of California, Santa Barbara",PhD,4,164,Accepted
116,"University Of California, San Diego",Masters,3.83,164,Accepted
117,Northwestern University,PhD,3.4,164,Rejected
118,University Of British Columbia,Masters,3.7,159,Rejected
119,University Of Minnesota,Masters,3.87,166,Accepted
120,University Of British Columbia,Masters,3.8,170,Rejected
121,Carleton University,Masters,3.45,170,Wait listed
122,Rice University,PhD,4,170,Rejected
123,University Of British Columbia,Masters,3.64,168,Rejected
124,University Of Regina,Masters,3.26,150,Rejected
125,"University Of California, San Diego",Masters,4,165,Rejected
126,Carleton University,Masters,3.4,165,Rejected
127,University Of British Columbia,PhD,3.83,170,Accepted
128,New York University,Masters,3.61,168,Rejected
129,New York University,Masters,3.6,170,Rejected
130,New York University,Masters,3.49,170,Rejected
131,University Of Ottawa,Masters,3.4,165,Rejected
132,Texas A&amp;M University - College Station (TAMU),Masters,3.6,170,Accepted
133,New York University,Masters,3.7,158,Accepted
134,"University Of Massachusetts, Amherst",Masters,3.87,168,Accepted
135,Texas A&amp;M University - College Station (TAMU),Masters,3.7,167,Rejected
136,Texas A&amp;M University - College Station (TAMU),Masters,3.7,168,Rejected
137,"University Of California, Irvine",Masters,3.49,170,Rejected
138,Northwestern University,Masters,3.76,167,Accepted
139,Georgia Institute Of Technology,Masters,3.7,165,Accepted
140,UCSD,Masters,3.7,168,Rejected
141,"University Of California, San Diego",Masters,4,168,Rejected
142,"University Of California, San Diego",Masters,3.77,162,Rejected
143,UCSD,Masters,3.7,167,Rejected
144,UCLA,Masters,3.7,167,Rejected
145,Georgia Institute Of Technology,Masters,3.7,167,Rejected
146,"University Of California, San Diego",Masters,3.49,170,Rejected
147,UCSD,Masters,3.4,167,Rejected
148,University Of Southern California,Masters,3.6,170,Wait listed
149,Georgia Institute Of Technology,Masters,4,168,Accepted
150,Cornell (Ithaca),Masters,3.7,168,Rejected
151,Cornell,Masters,3.8,166,Rejected
152,Cornell,Masters,3.78,160,Rejected
153,Cornell (Ithaca),Masters,3.61,167,Rejected
154,Cornell,Masters,3.76,169,Rejected
155,National University Of Singapore,PhD,3.67,166,Rejected
156,UCLA,Masters,4,170,Accepted
157,UCLA,Masters,3.76,169,Rejected
158,Georgia Institute Of Technology,Masters,3.97,169,Accepted
159,KTH Royal Institute Of Technology,Masters,3.6,170,Wait listed
160,Georgia Institute Of Technology,Masters,4,170,Rejected
161,UCLA,Masters,3.8,168,Rejected
162,Georgia Institute Of Technology,Masters,3.78,153,Accepted
163,UCLA,Masters,3.78,153,Rejected
164,UCLA,Masters,3.73,166,Rejected
165,UCLA,Masters,3.82,168,Rejected
166,UCLA,Masters,3.91,170,Rejected
167,University Of Wisconsin-Madison,Masters,3.49,170,Rejected
168,University Of Wisconsin-Madison,Masters,3.5,166,Rejected
169,Brown University,Masters,3.5,167,Accepted
170,Georgia Institute Of Technology,Masters,3.78,160,Accepted
171,Georgia Institute Of Technology,Masters,3.2,169,Accepted
172,Georgia Institute Of Technology,Masters,3.71,163,Accepted
173,Georgia Institute Of Technology,Masters,3.4,170,Accepted
174,Georgia Institute Of Technology,Masters,3.4,170,Accepted
175,Brown University,Masters,3.7,170,Accepted
176,Brown University,Masters,3.76,169,Rejected
177,Georgia Institute Of Technology,Masters,3.83,166,Accepted
178,Georgia Institute Of Technology,Masters,3.6,170,Accepted
179,UNC Chapel Hill,Masters,3.02,166,Rejected
180,University Of North Carolina Chapel Hill (UNC),Masters,3.7,168,Rejected
181,UNC Chapel Hill,PhD,3.95,167,Rejected
182,UNC Chapel Hill,Masters,3.5,167,Rejected
183,Georgia Institute Of Technology,Masters,3.6,165,Rejected
184,SUNY Stony Brook,Masters,3.69,166,Accepted
185,UCLA,PhD,3.97,169,Rejected
186,University Of Texas At Dallas,Masters,3.85,160,Accepted
187,Georgia Institute Of Technology,Masters,3.6,166,Accepted
188,Georgia Institute Of Technology,Masters,3.7,168,Rejected
189,Georgia Institute Of Technology,Masters,3.36,167,Rejected
190,Georgia Institute Of Technology,Masters,3.93,170,Accepted
191,Georgia Institute Of Technology,Masters,3.5,166,Rejected
192,Georgia Institute Of Technology,Masters,3.92,165,Accepted
193,University Of Pennsylvania,Masters,3.82,168,Rejected
194,Georgia Institute Of Technology,Masters,3.7,169,Rejected
195,Georgia Institute Of Technology,Masters,3.88,170,Rejected
196,Georgia Institute Of Technology,Masters,3.93,168,Rejected
197,Georgia Institute Of Technology,Masters,4,170,Accepted
198,Georgia Institute Of Technology,Masters,3.95,162,Rejected
199,Georgia Institute Of Technology,Masters,3.45,170,Accepted
200,Georgia Institute Of Technology,Masters,3.7,170,Rejected
201,New York University,Masters,3.7,169,Wait listed
202,UNC Chapel Hill,PhD,3.95,167,Wait listed
203,UCSD,Masters,3.5,168,Rejected
204,Georgia Institute Of Technology,Masters,3.3,170,Accepted
205,"University Of California, Irvine",Masters,4,166,Rejected
206,"University Of California, Irvine",Masters,3.6,170,Rejected
207,Boston University,Masters,3.14,169,Accepted
208,Georgia Institute Of Technology,Masters,3.5,167,Accepted
209,UCSD,Masters,3.78,167,Accepted
210,"University Of California, Irvine",Masters,3.8,164,Rejected
211,University Of Michigan (Ann Arbor),PhD,4,170,Rejected
212,"University Of California, Irvine",Masters,3.75,165,Rejected
213,Cornell Tech,Masters,3.99,167,Accepted
214,"University Of California, Irvine",Masters,3.93,168,Rejected
215,"University Of California, Irvine",Masters,3.9,166,Rejected
216,"University Of California, Irvine",Masters,3.7,168,Rejected
217,UC San Diego,Masters,4,170,Accepted
218,University Of Pennsylvania,PhD,3.63,168,Accepted
219,Cornell Tech,Masters,3.67,169,Accepted
220,University Of Southern California,Masters,3.78,161,Accepted
221,University Of Southern California,Masters,3.74,168,Accepted
222,University Of Southern California,Masters,3.72,165,Accepted
223,University Of Virginia,Masters,3.84,170,Rejected
224,Brown University,PhD,4,170,Rejected
225,University Of Pennsylvania,PhD,4,170,Rejected
226,Georgia Institute Of Technology,Masters,3.5,168,Wait listed
227,University Of Alberta,Masters,3.6,160,Rejected
228,UCSD,Masters,3.6,169,Rejected
229,Georgia Institute Of Technology,Masters,3.25,170,Accepted
230,University Of South Florida,PhD,3.1,158,Rejected
231,University Of Western Ontario,Masters,3.7,163,Accepted
232,Georgia Institute Of Technology,Masters,3.45,167,Accepted
233,UCSD,Masters,3.8,169,Accepted
234,Georgia Institute Of Technology,Masters,3.49,164,Accepted
235,Georgia Institute Of Technology,Masters,3.6,165,Accepted
236,Johns Hopkins University,Masters,3.82,168,Rejected
237,DOE CSGF,PhD,3.81,170,Accepted
238,Johns Hopkins University,Masters,3.61,169,Rejected
239,Johns Hopkins University,Masters,3.01,168,Rejected
240,UCSD,Masters,3.47,161,Accepted
241,UCSD,Masters,3.2,170,Rejected
242,University Of Texas At Austin,Masters,3.98,170,Rejected
243,University Of Illinois,Masters,3.7,169,Accepted
244,University Of Texas At Austin,Masters,3.82,168,Rejected
245,Duke University,PhD,3.7,160,Rejected
246,University Of Texas At Austin,Masters,3.9,165,Rejected
247,University Of Texas At Austin,Masters,3.6,165,Rejected
248,University Of Texas At Austin,Masters,3.7,170,Rejected
249,University Of Alberta,Masters,3.75,165,Rejected
250,Duke University,Masters,3.76,169,Wait listed
251,University Of Texas At Austin,Masters,3.8,166,Rejected
252,Duke University,Masters,3.01,168,Rejected
253,University Of Texas At Austin,Masters,3.1,162,Rejected
254,"University Of California, San Diego",Masters,3.9,170,Accepted
255,University Of Texas At Austin,Masters,3.9,170,Accepted
256,Georgia Institute Of Technology,Masters,3.9,170,Accepted
257,Penn State (PSU) University Park,Masters,3.6,170,Accepted
258,Ohio State University,Masters,3.7,170,Accepted
259,Ohio State University,Masters,3.4,169,Accepted
260,University Of Alberta,Masters,3.7,168,Rejected
261,Cornell Tech,Masters,3.67,169,Interview
262,Georgia Institute Of Technology,Masters,3.77,167,Accepted
263,University Of Illinois At Urbana-Champaign (UIUC),Masters,3.8,169,Accepted
264,University Of Alberta,Masters,3.5,155,Rejected
265,"University Of Illinois, Chicago (UIC)",Masters,3.6,160,Accepted
266,"University Of Illinois, Chicago (UIC)",Masters,3.55,167,Accepted
267,University Of Waterloo,Masters,3.66,168,Rejected
268,University Of Illinois At Urbana-Champaign (UIUC),Masters,3.78,160,Accepted
269,Bishops University,Masters,3.24,164,Accepted
270,"University Of California, Irvine",PhD,3.6,164,Accepted
271,University Of Alberta,Masters,3.3,168,Rejected
272,University Of Alberta,Masters,3.7,170,Rejected
273,Columbia University,Masters,3.9,168,Accepted
274,Brown University,Masters,3.8,166,Rejected
275,Georgetown University,Masters,3.5,167,Accepted
276,Columbia University,Masters,3.8,168,Accepted
277,University Of Texas At Dallas,Masters,3.85,165,Accepted
278,New York University Tandon,Masters,3.37,169,Wait listed
279,EPFL,Masters,4,170,Rejected
280,"University Of Massachusetts, Amherst",Masters,3.93,168,Rejected
281,"University Of California, San Diego",PhD,3.96,162,Accepted
282,Texas A&amp;M University - College Station (TAMU),PhD,2.7,168,Accepted
283,University Of Southern California,Masters,3.83,170,Accepted
284,UC Santa Cruz (UCSC),Masters,3.97,167,Accepted
285,UCLA,Masters,3.97,167,Accepted
286,UC Santa Barbara (UCSB),Masters,3.97,167,Accepted
287,University Of Chicago,PhD,3.13,152,Rejected
288,Ã‰cole Polytechnique FÃ©dÃ©rale De Lausanne,Masters,3.83,164,Rejected
289,University Of Waterloo,Masters,3.29,157,Rejected
290,EPFL,Masters,3.92,165,Accepted
291,Cornell,Masters,3.44,170,Rejected
292,Stanford,Masters,3.44,170,Rejected
293,CMU,Masters,3.44,170,Accepted
294,"University Of Massachusetts, Amherst",Masters,3.7,167,Rejected
295,"University Of Massachusetts, Amherst",Masters,3.49,169,Rejected
296,"University Of California, San Diego",Masters,3.45,169,Wait listed
297,San Jose State University (SJSU),Masters,3.49,169,Accepted
298,"University Of Massachusetts, Amherst",Masters,3.91,167,Rejected
299,Cornell Tech,Masters,3.42,165,Accepted
300,University Of Waterloo,Masters,3.1,162,Rejected
301,Cornell,Masters,3.14,169,Accepted
302,Stanford,Masters,3.75,165,Rejected
303,California Institute Of Technology,PhD,3.78,160,Rejected
304,University Of Waterloo,Masters,4,170,Accepted
305,Northeastern University,Masters,3.14,169,Accepted
306,UC Santa Cruz,Masters,3.14,169,Accepted
307,University Of Texas At Dallas,Masters,3.37,163,Accepted
308,UCLA,Masters,3.8,167,Rejected
309,UCLA,Masters,3.8,170,Accepted
310,Johns Hopkins University,Masters,3.68,168,Accepted
311,California Institute Of Technology,PhD,3.86,170,Rejected
312,Cornell,Masters,3.33,168,Accepted
313,University Of Waterloo,Masters,3.5,166,Rejected
314,Columbia University,Masters,3.82,169,Accepted
315,Johns Hopkins University,Masters,3.77,162,Accepted
316,"University Of Illinois, Chicago (UIC)",Masters,3.39,170,Accepted
317,"University Of California, Irvine",Masters,3.4,163,Accepted
318,University Of Waterloo,Masters,3.4,163,Rejected
319,Stanford,Masters,3.82,168,Rejected
320,"University Of Illinois, Chicago (UIC)",Masters,3.74,168,Accepted
321,"University Of Massachusetts, Amherst",Masters,3.9,152,Rejected
322,California Polytechnic State University,Masters,3.37,163,Rejected
323,Stanford,Masters,3.7,160,Rejected
324,Northeastern University,Masters,3.37,169,Rejected
325,Stanford,Masters,3.96,170,Rejected
326,Stanford,Masters,3.92,165,Rejected
327,Stanford,Masters,3.84,165,Rejected
328,Stanford,Masters,3.87,167,Rejected
329,Stanford,Masters,3.71,170,Rejected
330,"University Of Massachusetts, Amherst",Masters,3.82,168,Wait listed
331,Stanford,Masters,3.82,168,Rejected
332,Stanford,Masters,3.8,166,Rejected
333,Stanford,Masters,3.9,168,Rejected
334,University Of Illinois Urbana Champaign (UIUC),PhD,3.9,170,Accepted
335,"University Of Massachusetts, Amherst",Masters,3.5,166,Rejected
336,"University Of Massachusetts, Amherst",Masters,3.5,166,Rejected
337,Stanford,Masters,3.78,170,Accepted
338,Stanford,Masters,3.81,170,Accepted
339,"University Of Massachusetts, Amherst",Masters,3.88,170,Rejected
340,"University Of Massachusetts, Amherst",Masters,3.45,167,Wait listed
341,Stanford,Masters,4,170,Accepted
342,Stanford,Masters,3.98,170,Accepted
343,Stanford,Masters,4,169,Accepted
344,Portland State University,PhD,3.34,160,Accepted
345,Stanford,Masters,4,170,Accepted
346,Stanford,Masters,3.99,168,Accepted
347,Cornell,Masters,3.82,168,Rejected
348,Stanford,Masters,3.81,167,Accepted
349,University Of Texas At Austin,Masters,4,167,Accepted
350,Stanford,Masters,4.1,167,Accepted
351,University Of Texas At Austin,Masters,3.7,169,Rejected
352,Stanford,Masters,3.8,170,Accepted
353,University Of Texas At Austin,Masters,3.6,169,Accepted
354,University Of Texas At Austin,Masters,3.15,170,Accepted
355,Cornell,Masters,3.6,167,Rejected
356,Cornell,Masters,3.6,167,Interview
357,University Of Texas At Austin,Masters,3.69,170,Accepted
358,Cornell Tech,Masters,3.75,167,Rejected
359,Cornell,Masters,3.7,168,Rejected
360,New York University,Masters,3.01,159,Wait listed
361,CMU,Masters,3.96,169,Accepted
362,University Of Illinois Urbana Champagne (UIUC),Masters,4,168,Rejected
363,"University Of Massachusetts, Amherst",Masters,3.7,166,Accepted
364,University Of South California,Masters,3.82,168,Wait listed
365,University Of Delaware,PhD,3.8,166,Accepted
366,University Of Manitoba,Masters,3.21,154,Rejected
367,"University Of Massachusetts, Amherst",Masters,3.96,168,Accepted
368,MIT,PhD,4,170,Rejected
369,MIT,PhD,3.89,165,Rejected
370,MIT,PhD,3.71,163,Rejected
371,MIT,PhD,3.86,170,Rejected
372,ETH Zurich - Swiss Federal Institute Of Technology,Masters,3.5,165,Rejected
373,"University Of Massachusetts, Amherst",Masters,3.9,166,Wait listed
374,Columbia University,PhD,3.81,170,Rejected
375,Columbia University,PhD,4,170,Rejected
376,University Of Toronto,PhD,4,170,Rejected
377,Columbia University,PhD,3.97,169,Rejected
378,Columbia University,PhD,3.91,166,Rejected
379,Washington University In St. Louis (WashU/WUSTL),Masters,2.99,164,Accepted
380,University Of Toronto,Masters,3.78,168,Rejected
381,Stevens Institute Of Technology,PhD,3.79,166,Accepted
382,University Of Toronto,Masters,3.88,167,Rejected
383,University Of Toronto,Masters,3.64,164,Rejected
384,Columbia University (Fu Foundation),Masters,3.5,170,Accepted
385,SUNY Stony Brook,Masters,3.5,169,Accepted
386,University Of Toronto,Masters,3.64,164,Rejected
387,Rutgers University,Masters,3.3,165,Accepted
388,University Of Southern California,PhD,3.74,170,Rejected
389,University Of Southern California,Masters,3.5,170,Accepted
390,University Of Toronto,Masters,3.7,170,Rejected
391,Columbia University,Masters,3.7,168,Accepted
392,Columbia University,Masters,3.8,168,Accepted
393,University Of Illinois Urbana-Champaign (UIUC),Masters,3.7,168,Rejected
394,Illinois Of Illinois Urbana-Champaign,PhD,3.86,166,Rejected
395,Rice University,PhD,3.77,162,Rejected
396,SUNY Stony Brook,Masters,3.01,168,Accepted
397,University Of Illinois (UIUC),PhD,3.97,169,Rejected
398,"University Of Massachusetts, Amherst",Masters,3.37,169,Wait listed
399,University Of Southern California,PhD,3.97,169,Rejected
400,"University Of Illinois, Urbana-Champaign (UIUC)",PhD,3.83,170,Rejected
401,"University Of Massachusetts, Amherst",Masters,3.49,170,Accepted
402,"University Of Massachusetts, Amherst",Masters,3.49,170,Accepted
403,"University Of Massachusetts, Amherst",Masters,3.3,166,Wait listed
404,University Of Illinois - Urbana Champaign,Masters,3.78,170,Rejected
405,"University Of Massachusetts, Amherst",Masters,3.01,168,Rejected
406,UIUC,Masters,3.92,165,Rejected
407,University Of Illinois Urbana-Champaign(UIUC),Masters,3.5,170,Rejected
408,University Of Illinois,Masters,4,170,Rejected
409,University Of Illinois,Masters,3.8,169,Rejected
410,University Of Illinois At Urbana-Champaign (UIUC),Masters,3.8,170,Rejected
411,University Of Alberta,Masters,3.96,166,Accepted
412,University Of Illinois At Urbana-Champaign (UIUC),PhD,3.95,170,Accepted
413,University Of Illinois,Masters,3.8,170,Rejected
414,University Of Illinois,Masters,4,170,Rejected
415,"University Of Illinois, Urbana-Champaign",Masters,3.65,167,Rejected
416,University Of Illinois Urbana Champaign,Masters,3.5,166,Rejected
417,University Of Illinois,Masters,3.5,166,Rejected
418,University Of Illinois,Masters,3.88,165,Rejected
419,UIUC,Masters,3.76,169,Rejected
420,University Of Illinois Urbana Champaign,Masters,3.1,162,Rejected
421,"University Of Illinois, Urbana-Champaign",Masters,3.49,170,Rejected
422,"University Of California, Irvine",Masters,3.5,166,Accepted
423,University Of Illinois Urbana-Champaign (UIUC),Masters,3.97,167,Accepted
424,University Of Southern California,Masters,3.9,170,Accepted
425,University Of Illinois Urbana-Champaign (UIUC),Masters,3.35,160,Rejected
426,Cornell Tech,Masters,3.3,168,Accepted
427,"University Of Massachusetts, Amherst",Masters,3.37,169,Wait listed
428,University Of Southern California,Masters,3.6,170,Accepted
429,University Of Southern California,Masters,3.78,170,Accepted
430,University Of Illinois At Urbana-Champaign(UIUC),Masters,3.65,160,Rejected
431,University Of Southern California,Masters,4,170,Accepted
432,College Of William And Mary,PhD,3.74,165,Accepted
433,"And ISP, University Of Pittsburgh",PhD,3.35,170,Accepted
434,University Of Texas At Arlington,PhD,3.74,165,Accepted
435,University Of Southern California,Masters,3.82,170,Accepted
436,University Of Illinois At Urbana-Champaign(UIUC),Masters,3.88,158,Rejected
437,CMU,PhD,4,170,Rejected
438,University Of Southern California,Masters,4,169,Accepted
439,SUNY Stony Brook,Masters,3.8,168,Accepted
440,SUNY Stony Brook,Masters,3.6,166,Accepted
441,University Of Southern California,Masters,3.75,165,Rejected
442,University Of Southern California,Masters,3.39,170,Rejected
443,University Of Southern California,Masters,3.25,170,Rejected
444,Syracuse University,PhD,3.65,167,Accepted
445,SUNY Stony Brook,Masters,3.46,169,Accepted
446,"University Of Illinois, Urbana Champaign (UIUC)",PhD,4,165,Accepted
447,University Of Illinois,PhD,4,165,Accepted
448,SUNY Stony Brook,Masters,3.55,167,Accepted
449,SUNY Stony Brook,Masters,3.65,167,Accepted
450,SUNY Stony Brook,PhD,3.1,163,Rejected
451,University Of Arizona,PhD,3.1,163,Rejected
452,University Of Southern California,Masters,3.7,162,Accepted
453,"University Of Illinois, Chicago (UIC)",Masters,3.37,169,Wait listed
454,"TU Delft, Netherlands",Masters,3.36,167,Accepted
455,CMU,PhD,3.71,159,Rejected
456,CMU,PhD,3.71,170,Rejected
457,University Of Pittsburgh,Masters,3,162,Accepted
458,"TU Delft, Netherlands",Masters,3.82,168,Accepted
459,University Of Alberta,PhD,3.15,167,Rejected
460,University Of Illinois Urbana Champaign,Masters,3.94,170,Wait listed
461,University Of Michigan (Ann Arbor),Masters,3.6,167,Accepted
462,University Of Illinois,PhD,3.88,168,Accepted
463,MIT,PhD,3.71,163,Wait listed
464,University Of Ottawa,Masters,3.3,165,Rejected
465,Purdue University - West Lafayette,Masters,3.94,163,Rejected
466,North Carolina State University,Masters,3.49,169,Rejected
467,Virginia Tech,Masters,3.49,169,Accepted
468,ETH Zurich - Swiss Federal Institute Of Technology,Masters,3.93,167,Accepted
469,Yale,Masters,3.82,170,Rejected
470,Rutgers University,Masters,3.55,167,Accepted
471,Vanderbilt University,PhD,3.97,168,Accepted
472,Yale,Masters,3.82,168,Rejected
473,Ohio State University,PhD,3.75,167,Accepted
474,University Of Virginia,Masters,3.1,170,Rejected
475,Yale,Masters,3.76,169,Rejected
476,Yale,Masters,3.87,167,Accepted
477,Columbia University (Fu Foundation),Masters,3.7,167,Accepted
478,Duke University,Masters,3.7,169,Accepted
479,University Of Illinois At Urbana-Champaign(UIUC),Masters,3.97,169,Interview
480,ICFAI University,Masters,3.12,159,Wait listed
481,"University Of Massachusetts, Amherst",Masters,3.47,167,Accepted
482,Vanderbilt University,PhD,3.97,168,Accepted
483,"University Of Colorado, Boulder",Masters,3.71,159,Accepted
484,University Of Michigan (Ann Arbor),Masters,3.78,160,Accepted
485,Princeton University,Masters,3.78,160,Rejected
486,University Of Delaware,PhD,3.5,168,Accepted
487,University Of Michigan (Ann Arbor),Masters,3.83,166,Accepted
488,University Of Chicago,Masters,4,167,Accepted
489,"University Of California, Irvine",Masters,4,165,Wait listed
490,University Of Waterloo,Masters,3.94,170,Rejected
491,"University Of Colorado, Boulder",PhD,3.68,166,Rejected
492,CMU,Masters,3.4,167,Accepted
493,"University Of Colorado, Boulder",PhD,3.71,163,Rejected
494,"University Of Colorado, Boulder",PhD,3.75,162,Rejected
495,North Carolina State University,Masters,3.25,170,Rejected
496,Dartmouth College,Masters,3.53,163,Rejected
497,"University Of California, Riverside",PhD,3.09,161,Accepted
498,University Of Southern California,Masters,3.14,167,Rejected
499,University Of Waterloo,Masters,3.95,168,Accepted
500,University Of Southern California,Masters,3.61,168,Rejected
501,University Of Southern California,Masters,3.37,160,Rejected
502,Columbia University,Masters,3.95,170,Accepted
503,University Of Southern California,Masters,3.78,169,Accepted
504,"University Of Massachusetts, Amherst",Masters,3.87,170,Accepted
505,CMU,Masters,3.93,170,Rejected
506,ASU,PhD,3.71,163,Accepted
507,CMU,Masters,3.73,166,Rejected
508,University Of Notre Dame,PhD,3.1,154,Accepted
509,CMU,Masters,3.96,170,Accepted
510,Purdue University - West Lafayette,Masters,3.9,168,Accepted
511,CMU,Masters,3.99,168,Accepted
512,CMU,Masters,3.82,168,Rejected
513,CMU,Masters,3.73,161,Rejected
514,CMU,Masters,3.14,169,Accepted
515,Northwestern University,PhD,3.21,156,Rejected
516,"University Of Illinois, Urbana-Champaign (UIUC)",Masters,3.69,170,Accepted
517,University Of Alberta,Masters,3.49,168,Accepted
518,ETH Zurich - Swiss Federal Institute Of Technology,Masters,4,170,Accepted
519,University Of Nottingham,Masters,3.93,168,Rejected
520,UCSD,Masters,3.89,153,Accepted
