ETH Zurich - Swiss Federal Institute Of Technology,Masters,3.92,165,Accepted
University Of Southern California,Masters,3.12,155,Accepted
EPFL,Masters,3.96,165,Accepted
ETH Zurich - Swiss Federal Institute Of Technology,Masters,3.90,169,Accepted
National University Of Singapore,Masters,3.70,170,Rejected
Santa Clara University,Masters,3.60,149,Accepted
University Of Southern California,Masters,3.90,170,Accepted
University Of Southern California,Masters,3.80,166,Accepted
University Of Southern California,Masters,3.80,166,Accepted
University Of Southern California,Masters,3.80,166,Rejected
University Of Southern California,Masters,3.63,163,Accepted
University Of Southern California,Masters,3.75,162,Accepted
University Of Cincinnati,Masters,3.10,155,Rejected
University Of Texas At Arlington,Masters,3.10,155,Accepted
Stevens Institute Of Technology,Masters,3.10,155,Accepted
New Jersey Institute Of Technology,Masters,3.10,155,Accepted
Illinois Institute Of Technology,Masters,3.10,155,Accepted
University Of Maryland Baltimore,Masters,3.10,155,Accepted
Washington State University,Masters,3.10,155,Rejected
University Of Houston,Masters,3.10,155,Accepted
University Of Southern California,Masters,3.18,163,Accepted
University Of Southern California,Masters,3.30,166,Wait listed
Iowa State University,PhD,3.89,164,Accepted
Simon Fraser University,Masters,4.00,169,Rejected
University Of Southern California,Masters,3.60,170,Accepted
"University Of Nevada, Reno",PhD,3.31,160,Accepted
Purdue University,Masters,3.49,170,Rejected
University Of Sou,Masters,3.52,163,Wait listed
University Of Southern California,Masters,3.68,165,Wait listed
University Of Texas At Austin,Masters,3.15,162,Accepted
University Of Texas At Arlington,Masters,2.80,159,Accepted
Columbia University,Masters,3.80,169,Rejected
Columbia University,Masters,3.49,170,Rejected
University Of Southern California,Masters,3.80,166,Wait listed
City University Of New York (CUNY),PhD,2.91,170,Accepted
University Of Southern California,Masters,3.53,163,Wait listed
Cornell Tech,Masters,3.07,164,Accepted
University Of Pennsylvania,Masters,3.94,170,Wait listed
Northwestern University,Masters,3.80,163,Accepted
"University Of California, Berkeley",Masters,3.70,168,Rejected
"University Of California, Berkeley",Masters,3.78,160,Rejected
New York University,PhD,3.81,168,Accepted
University Of Southern California,Masters,3.50,165,Rejected
University Of Southern California,Masters,3.73,169,Rejected
Columbia University,Masters,3.96,161,Accepted
University Of Connecticut,PhD,3.52,163,Wait listed
University Of Edinburgh,Masters,3.82,168,Accepted
Columbia University,Masters,3.30,168,Accepted
Duke University,Masters,3.76,169,Rejected
University Of Southern California,Masters,3.70,169,Rejected
McGill University,Masters,3.82,168,Rejected
McGill,Masters,3.36,156,Rejected
University Of British Columbia,Masters,3.75,165,Rejected
McGill University,Masters,3.75,165,Rejected
McGill University,Masters,3.64,168,Rejected
"University Of Massachusetts, Amherst",Masters,3.82,168,Accepted
University Of Maryland,Masters,3.73,166,Rejected
New York University (NYU) - Courant,PhD,3.91,166,Rejected
SUNY Stony Brook,Masters,3.50,166,Rejected
North Carolina State University,Masters,3.93,162,Accepted
University Of Southern California,Masters,3.54,163,Accepted
University Of Southern California,Masters,3.56,170,Accepted
University Of Southern California,Masters,3.54,166,Accepted
"University Of Illinois, Chicago (UIC)",Masters,3.70,160,Rejected
University Of Alberta,Masters,3.70,160,Rejected
University Of Cambridge,PhD,4.00,170,Accepted
Georgia Institute Of Technology,PhD,3.97,169,Wait listed
University Of British Columbia,Masters,3.12,165,Wait listed
Cornell University,Masters,3.49,170,Rejected
University Of Rochester,PhD,3.55,164,Rejected
University Of Waterloo,Masters,3.96,162,Rejected
University Of Southern California,Masters,3.49,170,Rejected
Johns Hopkins University,Masters,3.60,163,Rejected
Penn State (Pennsylvania State University),Masters,3.60,163,Accepted
NYU Tandon,PhD,3.80,168,Accepted
"University Of California, Santa Barbara",PhD,4.00,164,Accepted
"University Of California, San Diego",Masters,3.83,164,Accepted
Northwestern University,PhD,3.40,164,Rejected
University Of British Columbia,Masters,3.70,159,Rejected
University Of Minnesota,Masters,3.87,166,Accepted
University Of British Columbia,Masters,3.80,170,Rejected
Carleton University,Masters,3.45,170,Wait listed
Rice University,PhD,4.00,170,Rejected
University Of British Columbia,Masters,3.64,168,Rejected
University Of Regina,Masters,3.26,150,Rejected
"University Of California, San Diego",Masters,4.00,165,Rejected
Carleton University,Masters,3.40,165,Rejected
University Of British Columbia,PhD,3.83,170,Accepted
New York University,Masters,3.61,168,Rejected
New York University,Masters,3.60,170,Rejected
New York University,Masters,3.49,170,Rejected
University Of Ottawa,Masters,3.40,165,Rejected
Texas A&amp;M University - College Station (TAMU),Masters,3.60,170,Accepted
New York University,Masters,3.70,158,Accepted
"University Of Massachusetts, Amherst",Masters,3.87,168,Accepted
Texas A&amp;M University - College Station (TAMU),Masters,3.70,167,Rejected
Texas A&amp;M University - College Station (TAMU),Masters,3.70,168,Rejected
"University Of California, Irvine",Masters,3.49,170,Rejected
Northwestern University,Masters,3.76,167,Accepted
Georgia Institute Of Technology,Masters,3.70,165,Accepted
UC San Diego (UCSD),Masters,3.70,168,Rejected
"University Of California, San Diego",Masters,4.00,168,Rejected
"University Of California, San Diego",Masters,3.77,162,Rejected
UC San Diego (UCSD),Masters,3.70,167,Rejected
"University Of California, Los Angeles (UCLA)",Masters,3.70,167,Rejected
Georgia Institute Of Technology,Masters,3.70,167,Rejected
"University Of California, San Diego",Masters,3.49,170,Rejected
UC San Diego (UCSD),Masters,3.40,167,Rejected
University Of Southern California,Masters,3.60,170,Wait listed
Georgia Institute Of Technology,Masters,4.00,168,Accepted
Cornell (Ithaca),Masters,3.70,168,Rejected
Cornell University,Masters,3.80,166,Rejected
Cornell University,Masters,3.78,160,Rejected
Cornell (Ithaca),Masters,3.61,167,Rejected
Cornell University,Masters,3.76,169,Rejected
National University Of Singapore,PhD,3.67,166,Rejected
"University Of California, Los Angeles",Masters,4.00,170,Accepted
"University Of California, Los Angeles (UCLA)",Masters,3.76,169,Rejected
Georgia Institute Of Technology,Masters,3.97,169,Accepted
KTH Royal Institute Of Technology,Masters,3.60,170,Wait listed
Georgia Institute Of Technology,Masters,4.00,170,Rejected
"University Of California, Los Angeles",Masters,3.80,168,Rejected
Georgia Institute Of Technology,Masters,3.78,153,Accepted
"University Of California, Los Angeles (UCLA)",Masters,3.78,153,Rejected
"University Of California, Los Angeles (UCLA)",Masters,3.73,166,Rejected
"University Of California, Los Angeles (UCLA)",Masters,3.82,168,Rejected
"University Of California, Los Angeles",Masters,3.91,170,Rejected
University Of Wisconsin-Madison,Masters,3.49,170,Rejected
University Of Wisconsin-Madison,Masters,3.50,166,Rejected
Brown University,Masters,3.50,167,Accepted
Georgia Institute Of Technology,Masters,3.78,160,Accepted
Georgia Institute Of Technology,Masters,3.20,169,Accepted
Georgia Institute Of Technology,Masters,3.71,163,Accepted
Georgia Institute Of Technology,Masters,3.40,170,Accepted
Georgia Institute Of Technology,Masters,3.40,170,Accepted
Brown University,Masters,3.70,170,Accepted
Brown University,Masters,3.76,169,Rejected
Georgia Institute Of Technology,Masters,3.83,166,Accepted
Georgia Institute Of Technology,Masters,3.60,170,Accepted
UNC Chapel Hill,Masters,3.02,166,Rejected
University Of North Carolina Chapel Hill (UNC),Masters,3.70,168,Rejected
UNC Chapel Hill,PhD,3.95,167,Rejected
UNC Chapel Hill,Masters,3.50,167,Rejected
Georgia Institute Of Technology,Masters,3.60,165,Rejected
SUNY Stony Brook,Masters,3.69,166,Accepted
"University Of California, Los Angeles (UCLA)",PhD,3.97,169,Rejected
University Of Texas At Dallas,Masters,3.85,160,Accepted
Georgia Institute Of Technology,Masters,3.60,166,Accepted
Georgia Institute Of Technology,Masters,3.70,168,Rejected
Georgia Institute Of Technology,Masters,3.36,167,Rejected
Georgia Institute Of Technology,Masters,3.93,170,Accepted
Georgia Institute Of Technology,Masters,3.50,166,Rejected
Georgia Institute Of Technology,Masters,3.92,165,Accepted
University Of Pennsylvania,Masters,3.82,168,Rejected
Georgia Institute Of Technology,Masters,3.70,169,Rejected
Georgia Institute Of Technology,Masters,3.88,170,Rejected
Georgia Institute Of Technology,Masters,3.93,168,Rejected
Georgia Institute Of Technology,Masters,4.00,170,Accepted
Georgia Institute Of Technology,Masters,3.95,162,Rejected
Georgia Institute Of Technology,Masters,3.45,170,Accepted
Georgia Institute Of Technology,Masters,3.70,170,Rejected
New York University,Masters,3.70,169,Wait listed
UNC Chapel Hill,PhD,3.95,167,Wait listed
UC San Diego (UCSD),Masters,3.50,168,Rejected
Georgia Institute Of Technology,Masters,3.30,170,Accepted
"University Of California, Irvine",Masters,4.00,166,Rejected
"University Of California, Irvine",Masters,3.60,170,Rejected
Boston University,Masters,3.14,169,Accepted
Georgia Institute Of Technology,Masters,3.50,167,Accepted
UC San Diego (UCSD),Masters,3.78,167,Accepted
"University Of California, Irvine",Masters,3.80,164,Rejected
University Of Michigan (Ann Arbor),PhD,4.00,170,Rejected
"University Of California, Irvine",Masters,3.75,165,Rejected
Cornell Tech,Masters,3.99,167,Accepted
"University Of California, Irvine",Masters,3.93,168,Rejected
"University Of California, Irvine",Masters,3.90,166,Rejected
"University Of California, Irvine",Masters,3.70,168,Rejected
UC San Diego,Masters,4.00,170,Accepted
University Of Pennsylvania,PhD,3.63,168,Accepted
Cornell Tech,Masters,3.67,169,Accepted
University Of Southern California,Masters,3.78,161,Accepted
University Of Southern California,Masters,3.74,168,Accepted
University Of Southern California,Masters,3.72,165,Accepted
University Of Virginia,Masters,3.84,170,Rejected
Brown University,PhD,4.00,170,Rejected
University Of Pennsylvania,PhD,4.00,170,Rejected
Georgia Institute Of Technology,Masters,3.50,168,Wait listed
University Of Alberta,Masters,3.60,160,Rejected
UC San Diego (UCSD),Masters,3.60,169,Rejected
Georgia Institute Of Technology,Masters,3.25,170,Accepted
University Of South Florida,PhD,3.10,158,Rejected
University Of Western Ontario,Masters,3.70,163,Accepted
Georgia Institute Of Technology,Masters,3.45,167,Accepted
UC San Diego (UCSD),Masters,3.80,169,Accepted
Georgia Institute Of Technology,Masters,3.49,164,Accepted
Georgia Institute Of Technology,Masters,3.60,165,Accepted
Johns Hopkins University,Masters,3.82,168,Rejected
DOE CSGF,PhD,3.81,170,Accepted
Johns Hopkins University,Masters,3.61,169,Rejected
Johns Hopkins University,Masters,3.01,168,Rejected
UC San Diego (UCSD),Masters,3.47,161,Accepted
UC San Diego (UCSD),Masters,3.20,170,Rejected
University Of Texas At Austin,Masters,3.98,170,Rejected
University Of Illinois,Masters,3.70,169,Accepted
University Of Texas At Austin,Masters,3.82,168,Rejected
Duke University,PhD,3.70,160,Rejected
University Of Texas At Austin,Masters,3.90,165,Rejected
University Of Texas At Austin,Masters,3.60,165,Rejected
University Of Texas At Austin,Masters,3.70,170,Rejected
University Of Alberta,Masters,3.75,165,Rejected
Duke University,Masters,3.76,169,Wait listed
University Of Texas At Austin,Masters,3.80,166,Rejected
Duke University,Masters,3.01,168,Rejected
University Of Texas At Austin,Masters,3.10,162,Rejected
"University Of California, San Diego",Masters,3.90,170,Accepted
University Of Texas At Austin,Masters,3.90,170,Accepted
Georgia Institute Of Technology,Masters,3.90,170,Accepted
Penn State (PSU) University Park,Masters,3.60,170,Accepted
Ohio State University,Masters,3.70,170,Accepted
Ohio State University,Masters,3.40,169,Accepted
University Of Alberta,Masters,3.70,168,Rejected
Cornell Tech,Masters,3.67,169,Interview
Georgia Institute Of Technology,Masters,3.77,167,Accepted
University Of Illinois At Urbana-Champaign (UIUC),Masters,3.80,169,Accepted
University Of Alberta,Masters,3.50,155,Rejected
"University Of Illinois, Chicago (UIC)",Masters,3.60,160,Accepted
"University Of Illinois, Chicago (UIC)",Masters,3.55,167,Accepted
University Of Waterloo,Masters,3.66,168,Rejected
University Of Illinois At Urbana-Champaign (UIUC),Masters,3.78,160,Accepted
Bishops University,Masters,3.24,164,Accepted
"University Of California, Irvine",PhD,3.60,164,Accepted
University Of Alberta,Masters,3.30,168,Rejected
University Of Alberta,Masters,3.70,170,Rejected
Columbia University,Masters,3.90,168,Accepted
Brown University,Masters,3.80,166,Rejected
Georgetown University,Masters,3.50,167,Accepted
Columbia University,Masters,3.80,168,Accepted
University Of Texas At Dallas,Masters,3.85,165,Accepted
New York University Tandon,Masters,3.37,169,Wait listed
EPFL,Masters,4.00,170,Rejected
"University Of Massachusetts, Amherst",Masters,3.93,168,Rejected
"University Of California, San Diego",PhD,3.96,162,Accepted
Texas A&amp;M University - College Station (TAMU),PhD,2.70,168,Accepted
University Of Southern California,Masters,3.83,170,Accepted
UC Santa Cruz (UCSC),Masters,3.97,167,Accepted
"University Of California, Los Angeles (UCLA)",Masters,3.97,167,Accepted
UC Santa Barbara (UCSB),Masters,3.97,167,Accepted
University Of Chicago,PhD,3.13,152,Rejected
Ã‰cole Polytechnique FÃ©dÃ©rale De Lausanne,Masters,3.83,164,Rejected
University Of Waterloo,Masters,3.29,157,Rejected
EPFL,Masters,3.92,165,Accepted
Cornell University,Masters,3.44,170,Rejected
Stanford University,Masters,3.44,170,Rejected
Carnegie Mellon University,Masters,3.44,170,Accepted
"University Of Massachusetts, Amherst",Masters,3.70,167,Rejected
"University Of Massachusetts, Amherst",Masters,3.49,169,Rejected
"University Of California, San Diego",Masters,3.45,169,Wait listed
San Jose State University (SJSU),Masters,3.49,169,Accepted
"University Of Massachusetts, Amherst",Masters,3.91,167,Rejected
Cornell Tech,Masters,3.42,165,Accepted
University Of Waterloo,Masters,3.10,162,Rejected
Cornell University,Masters,3.14,169,Accepted
Stanford University,Masters,3.75,165,Rejected
California Institute Of Technology,PhD,3.78,160,Rejected
University Of Waterloo,Masters,4.00,170,Accepted
Northeastern University,Masters,3.14,169,Accepted
UC Santa Cruz,Masters,3.14,169,Accepted
University Of Texas At Dallas,Masters,3.37,163,Accepted
"University Of California, Los Angeles (UCLA)",Masters,3.80,167,Rejected
"University Of California, Los Angeles (UCLA)",Masters,3.80,170,Accepted
Johns Hopkins University,Masters,3.68,168,Accepted
California Institute Of Technology,PhD,3.86,170,Rejected
Cornell University,Masters,3.33,168,Accepted
University Of Waterloo,Masters,3.50,166,Rejected
Columbia University,Masters,3.82,169,Accepted
Johns Hopkins University,Masters,3.77,162,Accepted
"University Of Illinois, Chicago (UIC)",Masters,3.39,170,Accepted
"University Of California, Irvine",Masters,3.40,163,Accepted
University Of Waterloo,Masters,3.40,163,Rejected
Stanford University,Masters,3.82,168,Rejected
"University Of Illinois, Chicago (UIC)",Masters,3.74,168,Accepted
"University Of Massachusetts, Amherst",Masters,3.90,152,Rejected
California Polytechnic State University,Masters,3.37,163,Rejected
Stanford University,Masters,3.70,160,Rejected
Northeastern University,Masters,3.37,169,Rejected
Stanford University,Masters,3.96,170,Rejected
Stanford University,Masters,3.92,165,Rejected
Stanford University,Masters,3.84,165,Rejected
Stanford University,Masters,3.87,167,Rejected
Stanford University,Masters,3.71,170,Rejected
"University Of Massachusetts, Amherst",Masters,3.82,168,Wait listed
Stanford University,Masters,3.82,168,Rejected
Stanford University,Masters,3.80,166,Rejected
Stanford University,Masters,3.90,168,Rejected
University Of Illinois Urbana Champaign (UIUC),PhD,3.90,170,Accepted
"University Of Massachusetts, Amherst",Masters,3.50,166,Rejected
"University Of Massachusetts, Amherst",Masters,3.50,166,Rejected
Stanford University,Masters,3.78,170,Accepted
Stanford University,Masters,3.81,170,Accepted
"University Of Massachusetts, Amherst",Masters,3.88,170,Rejected
"University Of Massachusetts, Amherst",Masters,3.45,167,Wait listed
Stanford University,Masters,4.00,170,Accepted
Stanford University,Masters,3.98,170,Accepted
Stanford University,Masters,4.00,169,Accepted
Portland State University,PhD,3.34,160,Accepted
Stanford University,Masters,4.00,170,Accepted
Stanford University,Masters,3.99,168,Accepted
Cornell University,Masters,3.82,168,Rejected
Stanford University,Masters,3.81,167,Accepted
University Of Texas At Austin,Masters,4.00,167,Accepted
Stanford University,Masters,4.10,167,Accepted
University Of Texas At Austin,Masters,3.70,169,Rejected
Stanford University,Masters,3.80,170,Accepted
University Of Texas At Austin,Masters,3.60,169,Accepted
University Of Texas At Austin,Masters,3.15,170,Accepted
Cornell University,Masters,3.60,167,Rejected
Cornell University,Masters,3.60,167,Interview
University Of Texas At Austin,Masters,3.69,170,Accepted
Cornell Tech,Masters,3.75,167,Rejected
Cornell University,Masters,3.70,168,Rejected
New York University,Masters,3.01,159,Wait listed
Carnegie Mellon University,Masters,3.96,169,Accepted
University Of Illinois Urbana Champagne (UIUC),Masters,4.00,168,Rejected
"University Of Massachusetts, Amherst",Masters,3.70,166,Accepted
University Of South California,Masters,3.82,168,Wait listed
University Of Delaware,PhD,3.80,166,Accepted
University Of Manitoba,Masters,3.21,154,Rejected
"University Of Massachusetts, Amherst",Masters,3.96,168,Accepted
Massachusetts Institute Of Technology (MIT),PhD,4.00,170,Rejected
Massachusetts Institute Of Technology (MIT),PhD,3.89,165,Rejected
Massachusetts Institute Of Technology (MIT),PhD,3.71,163,Rejected
Massachusetts Institute Of Technology (MIT),PhD,3.86,170,Rejected
ETH Zurich - Swiss Federal Institute Of Technology,Masters,3.50,165,Rejected
"University Of Massachusetts, Amherst",Masters,3.90,166,Wait listed
Columbia University,PhD,3.81,170,Rejected
Columbia University,PhD,4.00,170,Rejected
University Of Toronto,PhD,4.00,170,Rejected
Columbia University,PhD,3.97,169,Rejected
Columbia University,PhD,3.91,166,Rejected
Washington University In St. Louis (WashU/WUSTL),Masters,2.99,164,Accepted
University Of Toronto,Masters,3.78,168,Rejected
Stevens Institute Of Technology,PhD,3.79,166,Accepted
University Of Toronto,Masters,3.88,167,Rejected
University Of Toronto,Masters,3.64,164,Rejected
Columbia University (Fu Foundation),Masters,3.50,170,Accepted
SUNY Stony Brook,Masters,3.50,169,Accepted
University Of Toronto,Masters,3.64,164,Rejected
Rutgers University,Masters,3.30,165,Accepted
University Of Southern California,PhD,3.74,170,Rejected
University Of Southern California,Masters,3.50,170,Accepted
University Of Toronto,Masters,3.70,170,Rejected
Columbia University,Masters,3.70,168,Accepted
Columbia University,Masters,3.80,168,Accepted
University Of Illinois Urbana-Champaign (UIUC),Masters,3.70,168,Rejected
Illinois Of Illinois Urbana-Champaign,PhD,3.86,166,Rejected
Rice University,PhD,3.77,162,Rejected
SUNY Stony Brook,Masters,3.01,168,Accepted
University Of Illinois (UIUC),PhD,3.97,169,Rejected
"University Of Massachusetts, Amherst",Masters,3.37,169,Wait listed
University Of Southern California,PhD,3.97,169,Rejected
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,3.83,170,Rejected
"University Of Massachusetts, Amherst",Masters,3.49,170,Accepted
"University Of Massachusetts, Amherst",Masters,3.49,170,Accepted
"University Of Massachusetts, Amherst",Masters,3.30,166,Wait listed
University Of Illinois - Urbana Champaign,Masters,3.78,170,Rejected
"University Of Massachusetts, Amherst",Masters,3.01,168,Rejected
UIUC,Masters,3.92,165,Rejected
University Of Illinois Urbana-Champaign(UIUC),Masters,3.50,170,Rejected
University Of Illinois,Masters,4.00,170,Rejected
University Of Illinois,Masters,3.80,169,Rejected
University Of Illinois At Urbana-Champaign (UIUC),Masters,3.80,170,Rejected
University Of Alberta,Masters,3.96,166,Accepted
University Of Illinois At Urbana-Champaign (UIUC),PhD,3.95,170,Accepted
University Of Illinois,Masters,3.80,170,Rejected
University Of Illinois,Masters,4.00,170,Rejected
"University Of Illinois, Urbana-Champaign",Masters,3.65,167,Rejected
University Of Illinois Urbana Champaign,Masters,3.50,166,Rejected
University Of Illinois,Masters,3.50,166,Rejected
University Of Illinois,Masters,3.88,165,Rejected
UIUC,Masters,3.76,169,Rejected
University Of Illinois Urbana Champaign,Masters,3.10,162,Rejected
"University Of Illinois, Urbana-Champaign",Masters,3.49,170,Rejected
"University Of California, Irvine",Masters,3.50,166,Accepted
University Of Illinois Urbana-Champaign (UIUC),Masters,3.97,167,Accepted
University Of Southern California,Masters,3.90,170,Accepted
University Of Illinois Urbana-Champaign (UIUC),Masters,3.35,160,Rejected
Cornell Tech,Masters,3.30,168,Accepted
"University Of Massachusetts, Amherst",Masters,3.37,169,Wait listed
University Of Southern California,Masters,3.60,170,Accepted
University Of Southern California,Masters,3.78,170,Accepted
University Of Illinois At Urbana-Champaign(UIUC),Masters,3.65,160,Rejected
University Of Southern California,Masters,4.00,170,Accepted
College Of William And Mary,PhD,3.74,165,Accepted
"And ISP, University Of Pittsburgh",PhD,3.35,170,Accepted
University Of Texas At Arlington,PhD,3.74,165,Accepted
University Of Southern California,Masters,3.82,170,Accepted
University Of Illinois At Urbana-Champaign(UIUC),Masters,3.88,158,Rejected
Carnegie Mellon University,PhD,4.00,170,Rejected
University Of Southern California,Masters,4.00,169,Accepted
SUNY Stony Brook,Masters,3.80,168,Accepted
SUNY Stony Brook,Masters,3.60,166,Accepted
University Of Southern California,Masters,3.75,165,Rejected
University Of Southern California,Masters,3.39,170,Rejected
University Of Southern California,Masters,3.25,170,Rejected
Syracuse University,PhD,3.65,167,Accepted
SUNY Stony Brook,Masters,3.46,169,Accepted
"University Of Illinois, Urbana Champaign (UIUC)",PhD,4.00,165,Accepted
University Of Illinois,PhD,4.00,165,Accepted
SUNY Stony Brook,Masters,3.55,167,Accepted
SUNY Stony Brook,Masters,3.65,167,Accepted
SUNY Stony Brook,PhD,3.10,163,Rejected
University Of Arizona,PhD,3.10,163,Rejected
University Of Southern California,Masters,3.70,162,Accepted
"University Of Illinois, Chicago (UIC)",Masters,3.37,169,Wait listed
"TU Delft, Netherlands",Masters,3.36,167,Accepted
Carnegie Mellon University,PhD,3.71,159,Rejected
Carnegie Mellon University,PhD,3.71,170,Rejected
University Of Pittsburgh,Masters,3.00,162,Accepted
"TU Delft, Netherlands",Masters,3.82,168,Accepted
University Of Alberta,PhD,3.15,167,Rejected
University Of Illinois Urbana Champaign,Masters,3.94,170,Wait listed
University Of Michigan (Ann Arbor),Masters,3.60,167,Accepted
University Of Illinois,PhD,3.88,168,Accepted
Massachusetts Institute Of Technology (MIT),PhD,3.71,163,Wait listed
University Of Ottawa,Masters,3.30,165,Rejected
Purdue University - West Lafayette,Masters,3.94,163,Rejected
North Carolina State University,Masters,3.49,169,Rejected
Virginia Tech,Masters,3.49,169,Accepted
ETH Zurich - Swiss Federal Institute Of Technology,Masters,3.93,167,Accepted
Yale University,Masters,3.82,170,Rejected
Rutgers University,Masters,3.55,167,Accepted
Vanderbilt University,PhD,3.97,168,Accepted
Yale University,Masters,3.82,168,Rejected
Ohio State University,PhD,3.75,167,Accepted
University Of Virginia,Masters,3.10,170,Rejected
Yale University,Masters,3.76,169,Rejected
Yale University,Masters,3.87,167,Accepted
Columbia University (Fu Foundation),Masters,3.70,167,Accepted
Duke University,Masters,3.70,169,Accepted
University Of Illinois At Urbana-Champaign(UIUC),Masters,3.97,169,Interview
ICFAI University,Masters,3.12,159,Wait listed
"University Of Massachusetts, Amherst",Masters,3.47,167,Accepted
Vanderbilt University,PhD,3.97,168,Accepted
"University Of Colorado, Boulder",Masters,3.71,159,Accepted
University Of Michigan (Ann Arbor),Masters,3.78,160,Accepted
Princeton University,Masters,3.78,160,Rejected
University Of Delaware,PhD,3.50,168,Accepted
University Of Michigan (Ann Arbor),Masters,3.83,166,Accepted
University Of Chicago,Masters,4.00,167,Accepted
"University Of California, Irvine",Masters,4.00,165,Wait listed
University Of Waterloo,Masters,3.94,170,Rejected
"University Of Colorado, Boulder",PhD,3.68,166,Rejected
Carnegie Mellon University,Masters,3.40,167,Accepted
"University Of Colorado, Boulder",PhD,3.71,163,Rejected
"University Of Colorado, Boulder",PhD,3.75,162,Rejected
North Carolina State University,Masters,3.25,170,Rejected
Dartmouth College,Masters,3.53,163,Rejected
"University Of California, Riverside",PhD,3.09,161,Accepted
University Of Southern California,Masters,3.14,167,Rejected
University Of Waterloo,Masters,3.95,168,Accepted
University Of Southern California,Masters,3.61,168,Rejected
University Of Southern California,Masters,3.37,160,Rejected
Columbia University,Masters,3.95,170,Accepted
University Of Southern California,Masters,3.78,169,Accepted
"University Of Massachusetts, Amherst",Masters,3.87,170,Accepted
Carnegie Mellon University,Masters,3.93,170,Rejected
Arizona State University,PhD,3.71,163,Accepted
Carnegie Mellon University,Masters,3.73,166,Rejected
University Of Notre Dame,PhD,3.10,154,Accepted
Carnegie Mellon University,Masters,3.96,170,Accepted
Purdue University - West Lafayette,Masters,3.90,168,Accepted
Carnegie Mellon University,Masters,3.99,168,Accepted
Carnegie Mellon University,Masters,3.82,168,Rejected
Carnegie Mellon University,Masters,3.73,161,Rejected
Carnegie Mellon University,Masters,3.14,169,Accepted
Northwestern University,PhD,3.21,156,Rejected
"University Of Illinois, Urbana-Champaign (UIUC)",Masters,3.69,170,Accepted
University Of Alberta,Masters,3.49,168,Accepted
ETH Zurich - Swiss Federal Institute Of Technology,Masters,4.00,170,Accepted
University Of Nottingham,Masters,3.93,168,Rejected
UC San Diego (UCSD),Masters,3.89,153,Accepted
University Of Wisconsin-Madison,Masters,3.89,168,Accepted
Cornell University,PhD,4.00,170,Rejected
Cornell University,PhD,3.80,168,Rejected
Montana State University,PhD,3.50,161,Accepted
Cornell University,PhD,3.97,169,Rejected
"University Of California, San Diego",Masters,3.83,170,Accepted
Massachusetts Institute Of Technology (MIT),Masters,3.76,169,Rejected
Cornell University,PhD,4.00,165,Rejected
Cornell University,PhD,3.90,170,Rejected
Cornell University,PhD,3.88,167,Rejected
Cornell University,PhD,3.75,159,Rejected
Cornell University,PhD,3.90,170,Rejected
"University Of California, San Diego",Masters,3.93,169,Accepted
ETH Zurich - Swiss Federal Institute Of Technology,Masters,3.88,165,Accepted
University Of Oxford,Masters,4.00,169,Accepted
ETH Zurich - Swiss Federal Institute Of Technology,Masters,4.00,166,Accepted
